"Item_Number","Set_Name","Theme","Pieces","Price","Amazon_Price","Year","Ages","Pages","Minifigures","Packaging","Weight","Unique_Pieces","Availability","Size","Amazon_Price_transformed"
70826,"Rex's Rex-treme Offroader!","THE LEGO MOVIE 2",236,29.99,16.99,2019,"Ages_7+",132,2,"Box","0.44Kg (0.97 lb)",109,"Retail","Small",2.33914968465752
31103,"Rocket Truck","Creator 3-in-1",198,19.99,16.99,2020,"Ages_7+",148,NA,"Box",NA,90,"Retail","Small",2.33914968465752
75207,"Imperial Patrol Battle Pack","Star Wars",99,14.99,17.25,2018,"Ages_6-12",36,3,"Box",NA,43,"Retail","Small",2.34983154602268
21158,"The Panda Nursery","Minecraft",204,19.99,17.34,2020,"Ages_7+",48,1,"Box",NA,76,"Retail","Small",2.35350284666978
42091,"Police Pursuit","Technic",120,19.99,17.35,2019,"Ages_7+",114,NA,"Box","0.29Kg (0.64 lb)",39,"Retail","Small",2.35390994493242
71373,"Builder Mario Power-Up Pack","LEGO Super Mario",10,9.99,17.4,2020,"Ages_6+",NA,NA,"Box",NA,8,"Retail","Small",2.35594297624705
70847,"Good Morning Sparkle Babies!","THE LEGO MOVIE 2",50,9.99,17.69,2019,"Ages_6+",32,4,"Box",NA,44,"Retail","Small",2.36765461788776
75549,"Unstoppable Bike Chase","Minions",136,19.99,17.79,2020,"Ages_6+",60,3,"Box",NA,79,"Retail","Small",2.37166194143295
60253,"Ice-Cream Truck","City",200,19.99,17.79,2020,"Ages_5+",100,2,"Box","0.37Kg (0.82 lb)",112,"Retail","Small",2.37166194143295
41355,"Emma's Heart Box","Friends",85,7.99,17.81,2019,"Ages_6+",32,1,NA,"0.14Kg (0.31 lb)",38,NA,"Small",2.3724615128782
41151,"Mulan's Training Day","Disney",104,14.99,17.9,2018,"Ages_5-12",36,1,"Box",NA,62,"Retail","Small",2.37605182671742
10920,"Elsa and Olaf's Tea Party","DUPLO",17,19.99,17.93,2020,"Ages_2+",12,2,"Box",NA,13,"Retail","Large",2.37724578953191
41402,"Olivia's Play Cube - Researcher","Friends",40,9.99,17.97,2020,"Ages_6+",5,1,"Box",NA,34,"Retail","Small",2.37883556662846
41403,"Mia's Play Cube - Veterinarian","Friends",40,9.99,17.97,2020,"Ages_6+",5,1,"Box",NA,32,"Retail","Small",2.37883556662846
41404,"Emma's Play Cube - Photographer","Friends",36,9.99,17.97,2020,"Ages_6+",5,1,"Box",NA,31,"Retail","Small",2.37883556662846
11002,"Basic Brick Set","Classic",300,19.99,17.97,2019,"Ages_4+",66,NA,NA,"0.44Kg (0.97 lb)",93,NA,"Small",2.37883556662846
31090,"Underwater Robot","Creator 3-in-1",207,19.99,17.97,2019,"Ages_7+",140,NA,"Box","0.36Kg (0.79 lb)",81,"Retail","Small",2.37883556662846
31089,"Sunset Track Racer","Creator 3-in-1",221,19.99,17.97,2019,"Ages_7+",144,NA,"Box","0.38Kg (0.84 lb)",81,"Retail","Small",2.37883556662846
41390,"Andrea's Car & Stage","Friends",240,19.99,17.98,2020,"Ages_6+",68,2,"Box",NA,116,"Retail","Small",2.37923262378858
10909,"Heart Box","DUPLO",80,19.99,17.99,2020,"Ages_1½+",2,NA,"Box",NA,39,"Retail","Large",2.3796295263959
10910,"Submarine Adventure","DUPLO",24,19.99,17.99,2019,"Ages_2+",8,2,"Box",NA,22,"Retail","Large",2.3796295263959
10901,"Fire Truck","DUPLO",21,19.99,17.99,2019,"Ages_2+",10,2,"Box","0.45Kg (0.99 lb)",16,"Retail","Large",2.3796295263959
10873,"Minnie's Birthday Party","Disney",21,19.99,17.99,2018,"Ages_2-5",12,1,"Box","0.36Kg (0.79 lb)",18,"Retail","Small",2.3796295263959
10882,"Train Tracks","DUPLO",23,19.99,17.99,2018,"Ages_2-5",16,NA,"Box","0.66Kg (1.45 lb)",9,"Retail","Large",2.3796295263959
70661,"Spinjitzu Zane","NINJAGO",109,9.99,17.99,2019,"Ages_7+",32,1,"Box","0.13Kg (0.29 lb)",21,"Retail","Small",2.3796295263959
41397,"Juice Truck","Friends",103,19.99,17.99,2020,"Ages_4+",52,2,"Box",NA,75,"Retail","Small",2.3796295263959
71701,"Kai's Fire Dragon","NINJAGO",81,19.99,17.99,2020,"Ages_4+",60,2,"Box",NA,48,"Retail","Small",2.3796295263959
60267,"Safari Off-Roader","City",168,19.99,17.99,2020,"Ages_5+",76,2,"Box","0.34Kg (0.76 lb)",86,"Retail","Small",2.3796295263959
41391,"Heartlake City Hair Salon","Friends",235,19.99,17.99,2020,"Ages_6+",84,2,"Box",NA,138,"Retail","Small",2.3796295263959
75265,"T-16 Skyhopper vs Bantha Microfighters","Star Wars",198,19.99,17.99,2020,"Ages_6+",84,2,"Box",NA,100,"Retail","Small",2.3796295263959
71707,"Kai's Mech Jet","NINJAGO",217,19.99,17.99,2020,"Ages_7+",116,2,"Box",NA,94,"Retail","Small",2.3796295263959
60205,"Tracks","City",20,19.99,17.99,2018,"Ages_5-12",NA,NA,"Box","0.32Kg (0.7 lb)",3,"Retail","Small",2.3796295263959
75223,"Naboo Starfighter Microfighter","Star Wars",62,9.99,18.47,2019,"Ages_6+",36,1,"Box","0.08Kg (0.18 lb)",42,"Retail","Small",2.39850190993438
70683,"Spinjitzu Slam - Zane","NINJAGO",63,9.99,18.47,2019,"Ages_7+",40,1,"Box",NA,37,"Retail","Small",2.39850190993438
41401,"Stephanie's Play Cube - Baker","Friends",44,9.99,18.54,2020,"Ages_6+",5,1,"Box",NA,37,"Retail","Small",2.40122534635038
41358,"Mia's Heart Box","Friends",83,7.99,18.64,2019,"Ages_6+",32,1,NA,"0.14Kg (0.31 lb)",38,NA,"Small",2.40510351155043
41407,"Olivia's Play Cube - Sweet Shop","Friends",47,9.99,18.65,2020,"Ages_6+",5,1,"Box",NA,40,"Retail","Small",2.40549052636482
60218,"Desert Rally Racer","City",75,9.99,18.81,2019,"Ages_5+",36,1,"Box","0.16Kg (0.35 lb)",45,"Retail","Small",2.41166310120956
42104,"Race Truck","Technic",227,19.99,18.84,2020,"Ages_7+",35,NA,"Box",NA,59,"Retail","Small",2.41281636345509
42084,"Hook Loader","Technic",176,14.99,18.88,2018,"Ages_7-14",104,NA,"Box","0.27Kg (0.59 lb)",48,"Retail","Small",2.41435204852145
41400,"Andrea's Play Cube - Singer","Friends",49,9.99,18.93,2020,"Ages_6+",5,1,"Box",NA,32,"Retail","Small",2.41626845545072
41163,"Rapunzel's Small Tower","Disney",44,9.99,18.94,2019,"Ages_5+",24,1,NA,"0.09Kg (0.2 lb)",28,NA,"Small",2.41665131152697
41363,"Mia's Forest Adventures","Friends",134,14.99,18.95,2019,"Ages_6+",44,1,NA,"0.15Kg (0.33 lb)",77,NA,"Small",2.41703402613028
76896,"Nissan GT-R NISMO","Speed Champions",298,19.99,18.95,2020,"Ages_7+",80,1,"Box",NA,101,"Retail","Small",2.41703402613028
41601,"Cyborg","BrickHeadz",108,9.99,18.99,2018,"Ages_10+",32,NA,"Box",NA,48,NA,"Small",2.41856347234922
70637,"Cole - Spinjitzu Master","NINJAGO",73,9.99,18.99,2018,"Ages_6-14",32,1,"Box",NA,40,"Retail","Small",2.41856347234922
70648,"Zane - Dragon Master","NINJAGO",92,14.99,18.99,2018,"Ages_8-14",48,1,"Box",NA,54,"Retail","Small",2.41856347234922
31072,"Extreme Engines","Creator 3-in-1",109,9.99,18.99,2018,"Ages_6-12",76,NA,"Box","0.19Kg (0.42 lb)",53,"Retail","Small",2.41856347234922
76090,"Mighty Micros: Star-Lord vs. Nebula","Marvel",86,9.99,19.49,2018,"Ages_5-12",7,2,"Box",NA,45,"Retail","Small",2.437493979787
10885,"My First Fun Puzzle","DUPLO",15,19.99,19.55,2019,"Ages_1½+",9,NA,NA,NA,15,NA,"Large",2.43974270732973
31102,"Fire Dragon","Creator 3-in-1",234,19.99,19.59,2020,"Ages_7+",132,NA,"Box",NA,80,"Retail","Small",2.44123917644473
70636,"Zane - Spinjitzu Master","NINJAGO",69,9.99,19.65,2018,"Ages_6-14",32,1,"Box",NA,38,"Retail","Small",2.44347987484634
41405,"Andrea's Play Cube - Pet Shop","Friends",40,9.99,19.8,2020,"Ages_6+",5,1,"Box",NA,33,"Retail","Small",2.44906074413327
41287,"Bubbles Playground Showdown","Powerpuff Girls",144,19.99,19.84,2018,"Ages_6-12",48,3,"Box","0.23Kg (0.51 lb)",92,"Retail","Small",2.45054397508157
70841,"Benny's Space Squad","THE LEGO MOVIE 2",68,9.99,19.88,2019,"Ages_5+",32,5,"Box","0.09Kg (0.2 lb)",53,"Retail","Small",2.45202511423488
31071,"Drone Explorer","Creator 3-in-1",109,9.99,19.88,2018,"Ages_6-12",80,NA,"Box","0.17Kg (0.37 lb)",56,"Retail","Small",2.45202511423488
70671,"Lloyd's Journey","NINJAGO",81,14.99,19.94,2019,"Ages_6+",36,2,"Box",NA,50,"Retail","Small",2.4542429164793
41383,"Olivia's Hamster Playground","Friends",81,9.99,19.94,2019,"Ages_6+",40,1,NA,"0.1Kg (0.22 lb)",52,NA,"Small",2.4542429164793
41907,"Desk Organiser","DOTS",405,19.99,19.95,2020,"Ages_6+",4,NA,"Plastic canister",NA,44,"Retail","Small",2.45461209585553
41617,"Elsa","BrickHeadz",130,9.99,19.95,2018,"Ages_10+",44,NA,"Box",NA,48,"Retail","Small",2.45461209585553
75268,"Snowspeeder","Star Wars",91,19.99,19.95,2020,"Ages_4+",56,2,"Box",NA,64,"Retail","Small",2.45461209585553
75966,"Hogwarts Room of Requirement","Harry Potter",193,19.99,19.95,2020,"Ages_7+",60,4,"Box",NA,90,"Retail","Small",2.45461209585553
75939,"Dr. Wu's Lab: Baby Dinosaurs Breakout","Jurassic World",164,19.99,19.95,2020,"Ages_6+",64,2,"Box",NA,100,"Retail","Small",2.45461209585553
41426,"Heartlake City Park Café","Friends",224,19.99,19.95,2020,"Ages_6+",72,2,"Box",NA,117,"Retail","Small",2.45461209585553
76148,"Spider-Man vs. Doc Ock","Marvel",234,19.99,19.95,2020,"Ages_6+",72,3,"Box",NA,80,"Retail","Small",2.45461209585553
76895,"Ferrari F8 Tributo","Speed Champions",275,19.99,19.95,2020,"Ages_7+",72,1,"Box","0.32Kg (0.7 lb)",92,"Retail","Small",2.45461209585553
76897,"1985 Audi Sport Quattro S1","Speed Champions",250,19.99,19.95,2020,"Ages_7+",76,1,"Box",NA,102,"Retail","Small",2.45461209585553
11008,"Bricks and Houses","Classic",270,19.99,19.95,2020,"Ages_4+",77,NA,"Box",NA,121,"Retail","Small",2.45461209585553
75317,"The Mandalorian & The Child","Star Wars",295,19.99,19.95,2020,"Ages_10+",88,NA,"Box",NA,123,"Retail","Small",2.45461209585553
71363,"Desert Pokey","LEGO Super Mario",180,19.99,19.95,2020,"Ages_6+",NA,2,"Box",NA,70,"Retail","Small",2.45461209585553
70821,"Emmet and Benny's 'Build and Fix' Workshop!","THE LEGO MOVIE 2",117,19.99,19.98,2019,"Ages_4+",48,2,"Box","0.34Kg (0.75 lb)",73,"Retail","Small",2.45571885734177
41915,"Jewellery Box","DOTS",374,19.99,19.99,2020,"Ages_6+",3,NA,"Plastic canister",NA,35,"Retail","Small",2.4560875193235
41906,"Pineapple Pencil Holder","DOTS",351,19.99,19.99,2020,"Ages_6+",4,NA,"Plastic canister",NA,39,"Retail","Small",2.4560875193235
10767,"Duke Caboom's Stunt Show","Disney",120,19.99,19.99,2019,"Ages_4+",48,2,"Box",NA,62,"Retail","Small",2.4560875193235
70644,"Golden Dragon Master","NINJAGO",92,14.99,19.99,2018,"Ages_8-14",48,1,"Box",NA,54,"Retail","Small",2.4560875193235
75951,"Grindelwald's Escape",NA,132,19.99,19.99,2018,"Ages_7-14",48,2,"Box","0.24Kg (0.53 lb)",68,"Retail",NA,2.4560875193235
70433,"J.B.'s Submarine","Hidden Side",224,19.99,19.99,2020,"Ages_7+",64,3,"Box",NA,120,"Retail","Small",2.4560875193235
70836,"Battle-Ready Batman and MetalBeard","Batman",168,19.99,19.99,2019,"Ages_6+",64,2,"Box","0.24Kg (0.53 lb)",98,"Retail","Small",2.4560875193235
41421,"Baby Elephant Jungle Rescue","Friends",203,19.99,19.99,2020,"Ages_6+",68,2,"Box",NA,111,"Retail","Small",2.4560875193235
42103,"Dragster","Technic",225,19.99,19.99,2020,"Ages_7+",80,NA,"Box",NA,68,"Retail","Small",2.4560875193235
75976,"Wrecking Ball","Overwatch",227,19.99,19.99,2019,"Ages_9+",84,1,"Box",NA,78,"Retail","Small",2.4560875193235
42090,"Getaway Truck","Technic",128,19.99,19.99,2019,"Ages_7+",110,NA,"Box","0.31Kg (0.68 lb)",33,"Retail","Small",2.4560875193235
71364,"Whomp's Lava Trouble","LEGO Super Mario",133,19.99,19.99,2020,"Ages_6+",NA,2,"Box",NA,56,"Retail","Small",2.4560875193235
70647,"Kai - Dragon Master","NINJAGO",92,14.99,20.32,2018,"Ages_8-14",48,1,"Box",NA,53,"Retail","Small",2.46818160402142
41602,"Rey","Star Wars",119,9.99,20.5,2018,"Ages_10+",36,NA,"Box",NA,50,"Retail","Small",2.47472051359259
76137,"Batman vs. The Riddler Robbery","Batman",59,9.99,20.92,2019,"Ages_4+",36,2,"Box",NA,44,"Retail","Small",2.48982316967238
10403,"World Fun","Classic",295,19.99,20.99,2018,"Ages_5-99",53,2,"Box",NA,149,"Retail","Small",2.49231959263931
10904,"Baby Animals","DUPLO",9,9.99,21.11,2019,"Ages_2+",8,NA,"Box",NA,9,"Retail","Large",2.49658565039148
60185,"Mining Power Splitter","City",127,19.99,21.23,2018,"Ages_5-12",60,1,"Box","0.26Kg (0.58 lb)",85,"Retail","Small",2.50083476643697
10768,"Buzz and Bo Peep's Playground Adventure","Disney",139,24.99,21.47,2019,"Ages_4+",48,3,"Box",NA,85,"Retail","Small",2.50928282084189
75970,"Tracer vs. Widowmaker","Overwatch",129,14.99,21.57,2019,"Ages_8+",48,2,"Box","0.19Kg (0.42 lb)",74,"Retail","Small",2.51278333737193
70684,"Spinjitzu Slam - Kai vs. Samurai","NINJAGO",164,19.99,21.87,2019,"Ages_8+",76,2,"Box",NA,67,"Retail","Small",2.52321719107425
76101,"Outrider Dropship Attack","Marvel",124,14.99,21.95,2018,"Ages_6-12",52,3,"Box","0.18Kg (0.4 lb)",63,"Retail","Small",2.52598261594609
75535,"Han Solo","Star Wars",101,24.99,21.96,2018,"Ages_8-14",44,NA,"Box",NA,55,"Retail","Small",2.52632779771515
31091,"Shuttle Transporter","Creator 3-in-1",341,24.99,21.97,2019,"Ages_7+",268,NA,"Box","0.51Kg (1.12 lb)",122,"Retail","Small",2.52667286947112
10915,"Alphabet Truck","DUPLO",36,24.99,21.99,2020,"Ages_1½+",1,2,"Box",NA,35,"Retail","Large",2.52736268328414
10872,"Train Bridge and Tracks","DUPLO",26,24.99,21.99,2018,"Ages_2-5",16,1,"Box","0.88Kg (1.95 lb)",10,"Retail","Large",2.52736268328414
60184,"Mining Team","City",82,9.99,21.99,2018,"Ages_5-12",32,4,"Box","0.13Kg (0.29 lb)",64,"Retail","Small",2.52736268328414
41155,"Elsa's Market Adventure","Disney",125,19.99,21.99,2018,"Ages_5-12",48,2,"Box","0.22Kg (0.48 lb)",78,"Retail","Small",2.52736268328414
60207,"Drone Chase","City",192,29.99,21.99,2019,"Ages_5+",100,3,"Box","0.35Kg (0.77 lb)",112,"Retail","Small",2.52736268328414
70646,"Jay - Dragon Master","NINJAGO",92,14.99,22,2018,"Ages_8-14",48,1,"Box",NA,53,"Retail","Small",2.5277074255111
10871,"Airport","DUPLO",29,24.99,22.49,2018,"Ages_2-5",20,3,"Box","0.66Kg (1.45 lb)",24,NA,"Large",2.54446708136662
21149,"Minecraft Alex BigFig with Chicken","Minecraft",160,14.99,22.5,2019,"Ages_7+",40,NA,"Box","0.17Kg (0.37 lb)",70,"Retail","Small",2.54480644168664
42088,"Cherry Picker","Technic",155,9.99,22.75,2019,"Ages_7+",40,NA,NA,"0.16Kg (0.35 lb)",51,NA,"Small",2.55325634775255
76128,"Molten Man Battle","Spider-Man",294,29.99,22.79,2019,"Ages_7+",76,3,"Box",NA,117,"Retail","Small",2.55460229237322
76133,"Spider-Man Car Chase","Marvel",52,9.99,22.88,2019,"Ages_4+",36,2,"Box","0.16Kg (0.35 lb)",38,"Retail","Small",2.55762463285013
76093,"Mighty Micros: Nightwing vs. The Joker",NA,84,9.99,22.95,2018,"Ages_5-12",7,2,"Box",NA,53,"Retail",NA,2.55996959367944
70418,"J.B.'s Ghost Lab","Hidden Side",174,19.99,22.98,2019,"Ages_7+",64,3,"Box",NA,104,"Retail","Small",2.56097304435888
75239,"Hoth Generator Attack","Star Wars",235,29.99,22.99,2019,"Ages_7+",68,2,"Box",NA,101,"Retail","Small",2.56130732413539
41603,"Kylo Ren","Star Wars",130,9.99,23.15,2018,"Ages_10+",40,NA,"Box",NA,50,"Retail","Small",2.56664201130332
60240,"Kayak Adventure","City",84,9.99,23.22,2019,"Ages_5+",36,1,"Box","0.15Kg (0.33 lb)",48,"Retail - limited","Small",2.56896782284243
10908,"Plane","DUPLO",12,9.99,23.27,2019,"Ages_2+",10,1,"Box",NA,11,"Retail","Large",2.57062611357368
60177,"Airshow Jet","City",87,9.99,23.29,2018,"Ages_5-12",56,1,"Box",NA,53,"Retail","Small",2.57128873150317
75224,"Sith Infiltrator Microfighter","Star Wars",92,9.99,23.4,2019,"Ages_6+",40,1,"Box","0.1Kg (0.22 lb)",45,"Retail","Small",2.57492602799051
41606,"Star-Lord","BrickHeadz",113,9.99,23.79,2018,"Ages_10+",40,NA,"Box",NA,51,"Retail","Small",2.58772625753563
60213,"Dock Side Fire","City",97,19.99,23.83,2019,"Ages_5+",48,2,"Box","0.25Kg (0.54 lb)",63,"Retail","Small",2.58903077449657
70420,"Graveyard Mystery","Hidden Side",335,29.99,23.97,2019,"Ages_7+",112,4,"Box",NA,160,"Retail","Small",2.5935845487638
60248,"Fire Helicopter Response","City",93,29.99,23.98,2020,"Ages_5+",44,3,"Box","0.25Kg (0.55 lb)",61,"Retail","Small",2.59390910520107
75946,"Hungarian Horntail Triwizard Challenge","Harry Potter",265,29.99,23.99,2019,"Ages_8+",52,4,"Box",NA,101,"Retail","Small",2.59423356691092
41166,"Elsa and the Reindeer Carriage","LEGO Frozen 2",116,29.99,23.99,2019,"Ages_4+",72,1,"Box",NA,78,"Retail","Small",2.59423356691092
60256,"Racing Cars","City",190,29.99,23.99,2020,"Ages_5+",84,2,"Box","0.34Kg (0.75 lb)",101,"Retail","Small",2.59423356691092
70827,"Ultrakatty & Warrior Lucy!","THE LEGO MOVIE 2",348,29.99,23.99,2019,"Ages_8+",92,2,"Box","0.41Kg (0.9 lb)",119,"Retail","Small",2.59423356691092
41253,"Lonesome Flats Raft Adventure","Trolls World Tour",159,29.99,23.99,2020,"Ages_4+",100,3,"Box",NA,110,"Retail","Small",2.59423356691092
43178,"Cinderella's Castle Celebration","Disney",168,29.99,23.99,2020,"Ages_4+",100,1,"Box",NA,96,"Retail","Small",2.59423356691092
70419,"Wrecked Shrimp Boat","Hidden Side",310,29.99,23.99,2019,"Ages_7+",108,4,"Box",NA,150,"Retail","Small",2.59423356691092
71709,"Jay and Lloyd's Velocity Racers","NINJAGO",322,29.99,23.99,2020,"Ages_7+",148,3,"Box",NA,142,"Retail","Small",2.59423356691092
41337,"Underwater Loop","Friends",389,29.99,24,2019,"Ages_7+",76,2,"Box",NA,165,"Retail","Small",2.59455793396046
60231,"Fire Chief Response Truck","City",201,29.99,24,2019,"Ages_5+",84,2,"Box","0.38Kg (0.83 lb)",98,"Retail","Small",2.59455793396046
11004,"Windows of Creativity","Classic",450,29.99,24,2019,"Ages_4+",85,NA,"Box",NA,153,"Retail","Small",2.59455793396046
60225,"Rover Testing Drive","City",202,29.99,24,2019,"Ages_5+",96,2,"Box","0.36Kg (0.8 lb)",98,"Retail","Small",2.59455793396046
70673,"Shuricopter","NINJAGO",361,29.99,24,2019,"Ages_8+",100,3,"Box",NA,163,"Retail","Small",2.59455793396046
21154,"The Blaze Bridge","Minecraft",372,29.99,24,2019,"Ages_8+",108,3,"Box",NA,127,"Retail","Small",2.59455793396046
75893,"2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T","Speed Champions",478,29.99,24,2019,"Ages_7+",124,3,"Box","0.54Kg (1.19 lb)",159,"Retail","Small",2.59455793396046
75971,"Hanzo vs. Genji","Overwatch",197,19.99,24.45,2019,"Ages_8+",60,3,"Box","0.3Kg (0.66 lb)",84,"Retail","Small",2.6090575515787
75248,"Resistance A-wing Starfighter","Star Wars",269,29.99,24.47,2019,"Ages_7+",84,2,"Box",NA,112,"Retail","Small",2.60969762788009
10749,"Mia's Organic Food Market","Friends",115,19.99,24.49,2018,"Ages_4-7",56,1,"Box",NA,70,"Retail","Small",2.61033733807987
41252,"Poppy's Air Balloon Adventure","Trolls World Tour",250,29.99,24.86,2020,"Ages_6+",68,3,"Box",NA,121,"Retail","Small",2.62210656151245
41913,"Bracelet Mega Pack","DOTS",300,24.99,24.95,2020,"Ages_6+",2,NA,NA,NA,39,"Retail","Small",2.62495078332753
75194,"First Order TIE Fighter Microfighter","Star Wars",91,9.99,24.95,2018,"Ages_6-12",40,1,"Box","0.11Kg (0.24 lb)",47,"Retail","Small",2.62495078332753
70634,"Nya - Spinjitzu Master","NINJAGO",69,9.99,24.98,2018,"Ages_6-14",32,1,"Box",NA,43,"Retail","Small",2.62589726114798
10756,"Pteranodon Escape","Juniors",84,19.99,25.99,2018,"Ages_4-7",56,2,"Box","0.27Kg (0.59 lb)",60,"Retail","Small",2.65730793177576
21159,"The Pillager Outpost","Minecraft",303,29.99,25.99,2020,"Ages_8+",68,3,"Box",NA,94,"Retail","Small",2.65730793177576
76149,"The Menace of Mysterio","Marvel",163,29.99,25.99,2020,"Ages_4+",128,3,"Box",NA,97,"Retail","Small",2.65730793177576
21150,"Minecraft Skeleton BigFig with Magma Cube","Minecraft",142,14.99,26.25,2019,"Ages_7+",40,NA,"Box","0.17Kg (0.37 lb)",56,"Retail","Small",2.66525515689818
60180,"Monster Truck","City",192,19.99,26.48,2018,"Ages_6-12",76,1,"Box","0.38Kg (0.84 lb)",76,"Retail","Small",2.67223959200395
10913,"Brick Box","DUPLO",65,29.99,26.79,2020,"Ages_1½+",20,2,"Tag",NA,46,"Retail","Large",2.68158652167225
